,property_ID,Listing_ID,price,baths_half,baths_full,baths,beds,size_in_sqft,lot_size_in_sqft,prop_type,prop_sub_type,city,Line,postal_code,lat,lon,neighborhood_name,Listing_Url,thumbnail,LatLong,NearestBus,BusDistance,NearestMetro,MetroDistance,NearestCC,CCDistance,NearestLIB,LIBDistance,NearestSchools,SchoolsDistance,SchoolRating,Num_bars,Mean_Rating_bars,Mean_PriceLevel_bars,Top_5_Rated_bars,Num_restaurants,Mean_Rating_restaurants,Mean_PriceLevel_restaurants,Top_5_Rated_restaurants
196,M6083451797,2921886824,449000,1.0,1.0,2,2.0,910.0,,condo,condos,Arlington,2100 Lee Hwy Apt 206,22201,38.8959,-77.08374,Colonial Village,https://www.realtor.com/realestateandhomes-detail/2100-Lee-Hwy-Apt-206_Arlington_VA_22201_M60834-51797,https://ap.rdcpix.com/dfca545f9af335bfde4e76fb4affe7b9l-m3051421190x.jpg,"38.8959,-77.08374","Wilson Blvd, WB @ N Quinn Street, FS",0.311,Arl. Courthouse Metro,0.314,Dawson Terrace Comm.,0.247,Plaza Library & Arlington Shop,0.351,Key Elementary School,0.296,,124.0,4.267499999999998,2.0736842105263156,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Island Time Bar & Grill,244.0,4.109465020576132,1.7181818181818183,Cafe Colline; Bistro Aracosia; Go Popolo SPK; Philippine Oriental Market & Deli; Pho Harmony & Grill
197,M6835913113,2921886787,924000,,2.0,2,4.0,1952.0,5000.0,single_family,,Arlington,2519 Washington Blvd,22201,38.877874,-77.08677800000001,North Arlington,https://www.realtor.com/realestateandhomes-detail/2519-Washington-Blvd_Arlington_VA_22201_M68359-13113,https://ap.rdcpix.com/50673babccdfb71f0b438cf84ea173bdl-m3074044901x.jpg,"38.877874,-77.08677800000001","Clarendon Blvd, EB @ N Uhle Street, NS",0.933,Clarendon Metro,0.782,Thomas Jefferson Community Center,0.792,Plaza Library & Arlington Shop,0.91,Long Branch Elementary School,0.234,4.368,141.0,4.261029411764705,2.047169811320755,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Island Time Bar & Grill,314.0,4.057692307692307,1.6872727272727273,Cafe Colline; Philippine Oriental Market & Deli; Pho Harmony & Grill; Screwtop Wine Bar; The Italian Store
198,M6309960494,2921886805,325000,,1.0,1,1.0,675.0,,condo,condos,Arlington,1809 N Queens Ln Unit 2-151,22201,38.89512,-77.07970999999999,Colonial Village,https://www.realtor.com/realestateandhomes-detail/1809-N-Queens-Ln-2-151_Arlington_VA_22201_M63099-60494,https://ap.rdcpix.com/72db73cd5cc1976fc3454b8827633336l-m1401467665x.jpg,"38.89512,-77.07970999999999","Wilson Blvd, WB @ N Quinn Street, FS",0.099,Arl. Courthouse Metro,0.381,Dawson Terrace Comm.,0.341,Plaza Library & Arlington Shop,0.422,Nottingham Elementary School,0.158,4.76,127.0,4.265853658536584,2.0714285714285716,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Island Time Bar & Grill,259.0,4.101945525291829,1.7241379310344827,Cafe Colline; Bistro Aracosia; Go Popolo SPK; Philippine Oriental Market & Deli; Pho Harmony & Grill
199,M5904884070,2921886841,895000,,2.0,2,4.0,2259.0,8000.0,single_family,,Arlington,2013 Patrick Henry Dr,22205,38.892042,-77.13488199999999,Tara - Leeway Heights,https://www.realtor.com/realestateandhomes-detail/2013-Patrick-Henry-Dr_Arlington_VA_22205_M59048-84070,https://ap.rdcpix.com/7be29ee4796073c3b8ff35c0eceb5abdl-m2494196881x.jpg,"38.892042,-77.13488199999999","N George Mason Drive, SB @ 16th Street N, NS",0.456,East Falls Church Metro,1.252,Langston Brown Comm. Center,0.519,Westover Library,0.537,Walter Reed Elementary School,0.537,,80.0,4.305263157894736,1.8888888888888888,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; The Casual Pint of Falls Church; Todd Alley,246.0,4.097119341563786,1.5943396226415094,Cafe Colline; Badd Pizza; Maya Bistro; Philippine Oriental Market & Deli; Todd Alley
200,M5269228219,2921875775,760000,1.0,3.0,4,3.0,1458.0,1953.0,condo,townhomes,Arlington,1164 N Randolph St,22201,38.885492,-77.11014499999999,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1164-N-Randolph-St_Arlington_VA_22201_M52692-28219,https://ap.rdcpix.com/aa76d2038144cc04d524c687a9ad090dl-m2144774715x.jpg,"38.885492,-77.11014499999999",Washington Blvd + Stafford St,0.029,Ballston Metro,0.267,Lubber Run Comm. Center,0.927,Central Library,0.198,Washington-Liberty High School,0.167,4.28,101.0,4.266666666666666,1.8888888888888888,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar",274.0,4.0919117647058805,1.5809128630705394,Cafe Colline; Go Popolo SPK; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
201,M5533086376,2921873433,379000,,1.0,1,2.0,800.0,,condo,townhomes,Arlington,2613 S Walter Reed Dr Unit D,22206,38.84165,-77.104889,Fairlington,https://www.realtor.com/realestateandhomes-detail/2613-S-Walter-Reed-Dr-Unit-D_Arlington_VA_22206_M55330-86376,https://ap.rdcpix.com/53df41ea87488042f6aaebc4d31c2e13l-m1326805360x.jpg,"38.84165,-77.104889",S George Mason Dr + #3713,0.713,Pentagon City Metro,2.787,Barcroft Sport & Fitness Center,0.639,Shirlington Library,0.78,Wakefield High School,0.405,3.8960000000000004,39.0,4.233333333333334,1.8888888888888888,"Ali's Bar; Tobacco King Of Vape, CBD, Kratom; Tobacco King & Vape King; Carlyle; Laze Cafe",174.0,4.04913294797688,1.5170068027210883,Rawal Kabob; Pho Harmony & Grill; Best Buns Bread Company; Royal Nepal Restaurant; Tortas Y Tacos La Chiquita
202,M6431540370,2921873435,219900,,1.0,1,1.0,716.0,,condo,condos,Arlington,1021 Arlington Blvd Apt 543,22209,38.89283999,-77.06885013,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1021-Arlington-Blvd-Apt-543_Arlington_VA_22209_M64315-40370,https://ap.rdcpix.com/beb0fd684bcd96a58145f98791c3ba4dl-m1523924132x.jpg,"38.89283999,-77.06885013",N Moore St + Rosslyn Station Bus Bay C,0.244,Rosslyn Metro,0.298,Dawson Terrace Comm.,0.879,Plaza Library & Arlington Shop,0.905,Nottingham Elementary School,0.447,4.76,121.0,4.28205128205128,2.076923076923077,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Island Time Bar & Grill,229.0,4.110526315789474,1.7333333333333334,Go Popolo SPK; Philippine Oriental Market & Deli; Pho Harmony & Grill; Lupo Verde Osteria Palisades; Screwtop Wine Bar
203,M6771486412,2921872078,1100000,1.0,4.0,5,3.0,4084.0,7500.0,single_family,,Arlington,2219 S Monroe St,22206,38.848061,-77.08850799999999,Nauck,https://www.realtor.com/realestateandhomes-detail/2219-S-Monroe-St_Arlington_VA_22206_M67714-86412,https://ap.rdcpix.com/e4809fd02d99ad16ef74047fc1a4143dl-m206682413x.jpg,"38.848061,-77.08850799999999","Shirlington Station, Bay E",0.593,Pentagon City Metro,1.805,Charles Drew Comm. Center,0.163,Shirlington Library,0.525,Drew Model School,0.163,3.24,83.0,4.196296296296297,1.894736842105263,"Ali's Bar; Ballston Service Station; Tobacco King Of Vape, CBD, Kratom; QDOBA Mexican Eats; Tobacco King & Vape King",300.0,4.025503355704697,1.5511811023622046,Rawal Kabob; Pho Harmony & Grill; Taste of Eurasia; Best Buns Bread Company; Royal Nepal Restaurant
204,M5619060436,2921871326,719000,,2.0,2,3.0,1348.0,4336.0,single_family,,Arlington,724 N Barton St,22201,38.881592,-77.087727,North Arlington,https://www.realtor.com/realestateandhomes-detail/724-N-Barton-St_Arlington_VA_22201_M56190-60436,https://ap.rdcpix.com/d0bcee55046b6f0d872e7c9dacfd407al-m3992517968x.jpg,"38.881592,-77.087727","Clarendon Blvd, EB @ N Uhle Street, NS",0.687,Clarendon Metro,0.554,Thomas Jefferson Community Center,0.98,Plaza Library & Arlington Shop,0.662,Long Branch Elementary School,0.46,4.368,132.0,4.264843749999998,2.06,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Island Time Bar & Grill,289.0,4.064111498257839,1.6884615384615385,Cafe Colline; Philippine Oriental Market & Deli; Pho Harmony & Grill; Lupo Verde Osteria Palisades; Screwtop Wine Bar
205,M6194400029,2921867730,625000,,1.0,1,1.0,879.0,,condo,condos,Arlington,888 N Quincy St Unit 810,22203,38.88087,-77.10797,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/888-N-Quincy-St-Unit-810_Arlington_VA_22203_M61944-00029,https://ap.rdcpix.com/16d06614edbd7719ad270928d3dbddf3l-m1742756378x.jpg,"38.88087,-77.10797",Ballston Station + Bus Bay B,0.203,Ballston Metro,0.249,Lubber Run Comm. Center,0.663,Central Library,0.206,Washington-Liberty High School,0.494,4.28,105.0,4.249504950495048,1.868421052631579,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",298.0,4.0794612794612775,1.5671641791044777,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
206,M6055006664,2921866877,475000,,1.0,1,1.0,688.0,,condo,condos,Arlington,851 N Glebe Rd Apt 1615,22203,38.87890755,-77.11173283,Ashton Heights,https://www.realtor.com/realestateandhomes-detail/851-N-Glebe-Rd-Apt-1615_Arlington_VA_22203_M60550-06664,https://ap.rdcpix.com/f2aa051404f641a8ab3435bae36bbc5cl-m2407307560x.jpg,"38.87890755,-77.11173283",Ballston Station + Bus Bay B,0.183,Ballston Metro,0.218,Lubber Run Comm. Center,0.464,Central Library,0.417,Arlington Traditional School,0.549,4.968,107.0,4.254901960784312,1.88,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",326.0,4.075851393188852,1.5486111111111112,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
207,M5557256689,2921864181,209519,,2.0,2,2.0,1044.0,,condo,condos,Arlington,900 N Taylor St Apt 2025,22203,38.881067,-77.11329599999999,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-2025_Arlington_VA_22203_M55572-56689,https://ap.rdcpix.com/2ab5187fb163bdd91529076f816ef382l-m2091913209x.jpg,"38.881067,-77.11329599999999",Ballston Station + Bus Bay B,0.096,Ballston Metro,0.083,Lubber Run Comm. Center,0.601,Central Library,0.379,Arlington Traditional School,0.467,4.968,108.0,4.255339805825241,1.881578947368421,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",322.0,4.080250783699058,1.556338028169014,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
208,M6205322099,2921863062,215000,,2.0,2,2.0,1152.0,,condo,condos,Arlington,900 N Taylor St Apt 516,22203,38.88087714,-77.11260146,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/900-N-Taylor-St-Apt-516_Arlington_VA_22203_M62053-22099,https://ap.rdcpix.com/00a762d907cbaabd919cbdd82a911d9bl-m2818335116x.jpg,"38.88087714,-77.11260146",Ballston Station + Bus Bay B,0.071,Ballston Metro,0.081,Lubber Run Comm. Center,0.591,Central Library,0.354,Arlington Traditional School,0.502,4.968,111.0,4.2490566037735835,1.8717948717948718,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",324.0,4.079439252336447,1.5594405594405594,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
209,M6074456184,2921860530,1195000,1.0,3.0,4,3.0,1800.0,7000.0,single_family,,Arlington,5013 34th St N,22207,38.912115,-77.140023,Rock Spring,https://www.realtor.com/realestateandhomes-detail/5013-34th-St-N_Arlington_VA_22207_M60744-56184,https://ap.rdcpix.com/96a7a7a43db445caf481bdaec827519fl-m1809233471x.jpg,"38.912115,-77.140023",N Glebe Rd + 20th St,1.598,East Falls Church Metro,2.019,Madison Comm. Center,1.208,Westover Library,1.766,Jamestown Elementary School,0.349,5.0,18.0,4.249999999999999,1.8571428571428572,"Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; BlackSalt; Westover Market; Chasin' Tails",89.0,4.193103448275861,1.6153846153846154,Cafe Colline; Bistro Aracosia; Go Popolo SPK; Maya Bistro; Philippine Oriental Market & Deli
210,M9407423732,2708116072,1799000,1.0,6.0,7,6.0,5745.0,10046.0,single_family,,Arlington,2301 N Powhatan St Unit 2,22205,38.891711,-77.149466,Leeway Overlee,https://www.realtor.com/realestateandhomes-detail/2301-N-Powhatan-St-2_Arlington_VA_22205_M94074-23732,https://ap.rdcpix.com/2489dce2645ff9b8b805eda49e6dabdbl-m3242058228x.jpg,"38.891711,-77.149466",E Falls Church Station + Bus Bay D,0.54,East Falls Church Metro,0.56,Langston Brown Comm. Center,1.258,Westover Library,0.533,Tuckahoe Elementary School,0.523,4.6160000000000005,43.0,4.241025641025641,1.8666666666666667,"Ballston Service Station; The Casual Pint of Falls Church; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O",190.0,4.094117647058823,1.544871794871795,Cafe Colline; Badd Pizza; Maya Bistro; Philippine Oriental Market & Deli; Todd Alley
211,M5436740924,2912196791,2249000,1.0,6.0,7,7.0,6692.0,10000.0,single_family,,Arlington,5059 36th St N,22207,38.915807,-77.141,Rock Spring,https://www.realtor.com/realestateandhomes-detail/5059-36th-St-N_Arlington_VA_22207_M54367-40924,https://ap.rdcpix.com/aafad7bee7a746ba393f48648db0ba18l-m4086469804x.jpg,"38.915807,-77.141",N Glebe Rd + 20th St,1.833,East Falls Church Metro,2.23,Madison Comm. Center,1.093,Westover Library,2.018,Jamestown Elementary School,0.126,5.0,13.0,4.3999999999999995,1.7,"Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; BlackSalt; Westover Market; Chasin' Tails",82.0,4.201234567901232,1.5666666666666667,Cafe Colline; Bistro Aracosia; Go Popolo SPK; Maya Bistro; Philippine Oriental Market & Deli
212,M9745121365,2918777304,1895000,1.0,4.0,5,5.0,5369.0,8660.0,single_family,,Arlington,2310 N Potomac,22205,38.89136619,-77.15138746,Leeway Overlee,https://www.realtor.com/realestateandhomes-detail/2310-N-Potomac_Arlington_VA_22205_M97451-21365,https://ap.rdcpix.com/5f403d15f726b5c5dd8a479557fc1b4el-m267567895x.jpg,"38.89136619,-77.15138746",E Falls Church Station + Bus Bay D,0.453,East Falls Church Metro,0.473,Langston Brown Comm. Center,1.364,Westover Library,0.601,Tuckahoe Elementary School,0.424,4.6160000000000005,43.0,4.241025641025641,1.8666666666666667,"Ballston Service Station; The Casual Pint of Falls Church; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O",184.0,4.099447513812154,1.5629139072847682,Cafe Colline; Badd Pizza; Maya Bistro; Todd Alley; Arlington Kabob
213,M6102160523,2918131596,1450000,1.0,4.0,5,5.0,4711.0,6802.0,single_family,,Arlington,733 N Emerson St,22203,38.876546999999995,-77.121884,Bluemont,https://www.realtor.com/realestateandhomes-detail/733-N-Emerson-St_Arlington_VA_22203_M61021-60523,https://ap.rdcpix.com/28e099c68d93b83e428961f776a7b191l-m516488657x.jpg,"38.876546999999995,-77.121884",Ballston Station + Bus Bay B,0.651,Ballston Metro,0.637,Lubber Run Comm. Center,0.525,Glencarlyn Library,0.92,Arlington Traditional School,0.231,4.968,106.0,4.289215686274509,1.8611111111111112,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; The Casual Pint of Falls Church",336.0,4.077777777777776,1.5426621160409557,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
214,M9719162578,2915885251,794270,1.0,3.0,4,4.0,1846.0,,condo,townhomes,Arlington,1018 S Taylor Ct,22204,38.88262,-77.112926,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1018-S-Taylor-Ct_Arlington_VA_22204_M97191-62578,https://ap.rdcpix.com/c70ac885decb4e1d0859c061a0b15393l-m2259675279x.jpg,"38.88262,-77.112926",Ballston Station + Bus Bay D,0.082,Ballston Metro,0.051,Lubber Run Comm. Center,0.709,Central Library,0.319,Washington-Liberty High School,0.402,4.28,108.0,4.250485436893202,1.868421052631579,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",316.0,4.08178913738019,1.5575539568345325,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
215,M6555079414,2912562507,1885000,1.0,5.0,6,5.0,5500.0,9079.0,single_family,,Arlington,5730 22nd St N,22205,38.891673,-77.14149300000001,Tara - Leeway Heights,https://www.realtor.com/realestateandhomes-detail/5730-22nd-St-N_Arlington_VA_22205_M65550-79414,https://ap.rdcpix.com/407daed64e3adf1ddda052d0a872a261l-m192037319x.jpg,"38.891673,-77.14149300000001","N George Mason Drive, SB @ 16th Street N, NS",0.755,East Falls Church Metro,0.914,Langston Brown Comm. Center,0.849,Westover Library,0.351,Walter Reed Elementary School,0.351,,58.0,4.248148148148148,1.9,"Ballston Service Station; The Casual Pint of Falls Church; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O",215.0,4.0853773584905655,1.569060773480663,Cafe Colline; Badd Pizza; Maya Bistro; Philippine Oriental Market & Deli; Todd Alley
216,M5701451216,2912716836,1799000,1.0,6.0,7,6.0,6049.0,10260.0,single_family,,Arlington,6017 16th St N,22205,38.886086999999996,-77.145308,North Arlington,https://www.realtor.com/realestateandhomes-detail/6017-16th-St-N_Arlington_VA_22205_M57014-51216,,"38.886086999999996,-77.145308",E Falls Church Station + Bus Bay D,0.614,East Falls Church Metro,0.619,Langston Brown Comm. Center,1.214,Westover Library,0.18,Walter Reed Elementary School,0.18,,48.0,4.211363636363637,1.8484848484848484,"Ballston Service Station; The Casual Pint of Falls Church; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O",212.0,4.081818181818181,1.5649717514124293,Cafe Colline; Badd Pizza; Maya Bistro; Philippine Oriental Market & Deli; Todd Alley
217,M9429525117,2915885152,792301,2.0,2.0,4,3.0,1870.0,,condo,townhomes,Arlington,1020 S Taylor St,22204,38.88265,-77.11292900000001,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1020-S-Taylor-St_Arlington_VA_22204_M94295-25117,https://ap.rdcpix.com/dfa5a19822269b5b249f4eddb3a574f9l-m2413595499x.jpg,"38.88265,-77.11292900000001",Ballston Station + Bus Bay D,0.083,Ballston Metro,0.053,Lubber Run Comm. Center,0.711,Central Library,0.319,Washington-Liberty High School,0.4,4.28,108.0,4.250485436893202,1.868421052631579,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",316.0,4.08178913738019,1.5575539568345325,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
218,M6588926338,2753414008,1310000,1.0,4.0,5,5.0,3240.0,10932.0,single_family,,Arlington,3603 9th St S,22204,38.862218,-77.094841,Alcova Heights,https://www.realtor.com/realestateandhomes-detail/3603-9th-St-S_Arlington_VA_22204_M65889-26338,https://ap.rdcpix.com/180236da91278e9ee67a4b690c20b952l-m1439712579x.jpg,"38.862218,-77.094841",N Pershing Dr + N Glebe Rd,0.982,Ballston Metro,1.662,Thomas Jefferson Community Center,0.473,Columbia Pike Library,0.376,Patrick Henry Elementary School,0.394,,133.0,4.255813953488371,1.9157894736842105,"Ali's Bar; Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub",372.0,4.075067750677507,1.6160990712074303,Rawal Kabob; Philippine Oriental Market & Deli; Pho Harmony & Grill; Best Buns Bread Company; Royal Nepal Restaurant
219,M6082600122,2921231419,430000,,1.0,1,2.0,794.0,5000.0,single_family,,Arlington,2146 S Monroe St,22204,38.848877,-77.089384,Nauck,https://www.realtor.com/realestateandhomes-detail/2146-S-Monroe-St_Arlington_VA_22204_M60826-00122,https://ap.rdcpix.com/2d5bf970e8f1af38d6bb7ec22d5d13a7l-m1302546604x.jpg,"38.848877,-77.089384","Shirlington Station, Bay E",0.655,Pentagon City Metro,1.814,Charles Drew Comm. Center,0.196,Shirlington Library,0.574,Drew Model School,0.196,3.24,85.0,4.262195121951219,1.894736842105263,"Ali's Bar; Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; QDOBA Mexican Eats",308.0,4.037908496732027,1.549618320610687,Rawal Kabob; Pho Harmony & Grill; Taste of Eurasia; Best Buns Bread Company; Royal Nepal Restaurant
220,M5903442774,649066698,2460000,1.0,6.0,7,6.0,5500.0,16763.0,single_family,,Arlington,4853 30th St N,22207,38.906071000000004,-77.13371500000001,Yorktown,https://www.realtor.com/realestateandhomes-detail/4853-30th-St-N_Arlington_VA_22207_M59034-42774,https://ap.rdcpix.com/805031242/29b83cefa060359924052443939c3483l-m0x.jpg,"38.906071000000004,-77.13371500000001",N Glebe Rd + 20th St,1.06,East Falls Church Metro,1.863,Langston Brown Comm. Center,0.785,Cherrydale Library,1.409,Discovery Elementary School,0.712,4.76,57.0,4.247169811320753,1.9,"Ballston Service Station; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O; East West Coffee Wine",163.0,4.159006211180125,1.6165413533834587,Cafe Colline; Bistro Aracosia; Go Popolo SPK; Maya Bistro; Philippine Oriental Market & Deli
221,M6364794439,2912716834,2150000,1.0,6.0,7,7.0,6560.0,10411.0,single_family,,Arlington,5801 36th St N,22207,38.906935,-77.15258399999999,Williamsburg,https://www.realtor.com/realestateandhomes-detail/5801-36th-St-N_Arlington_VA_22207_M63647-94439,https://ap.rdcpix.com/cd1eb9aa4d1be6888f8b9cecc66272cdl-m2225058266x.jpg,"38.906935,-77.15258399999999",E Falls Church Station + Bus Bay C,1.44,Virginia Square Metro,1.428,Langston Brown Comm. Center,1.579,Westover Library,1.515,Discovery Elementary School,0.321,4.76,22.0,4.376190476190477,1.8125,"The Casual Pint of Falls Church; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O; Clare & Don's Beach Shack",125.0,4.134426229508196,1.5257731958762886,Cafe Colline; Badd Pizza; Maya Bistro; Todd Alley; Arlington Kabob
222,M9816726460,2915885153,801113,1.0,3.0,4,4.0,1846.0,,condo,townhomes,Arlington,1012 S Taylor Ct,22204,38.882528,-77.11291700000001,Ballston - Virginia Square,https://www.realtor.com/realestateandhomes-detail/1012-S-Taylor-Ct_Arlington_VA_22204_M98167-26460,https://ap.rdcpix.com/d6a267e1e330efbf0fb210ae4ba926f6l-m2259675279x.jpg,"38.882528,-77.11291700000001",Ballston Station + Bus Bay D,0.078,Ballston Metro,0.046,Lubber Run Comm. Center,0.703,Central Library,0.32,Washington-Liberty High School,0.408,4.28,108.0,4.250485436893202,1.868421052631579,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; Todd Alley",316.0,4.08178913738019,1.5575539568345325,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
223,M6641024125,2914945335,1400000,1.0,4.0,5,5.0,4501.0,7055.0,single_family,,Arlington,5037 5th St N,22203,38.874489000000004,-77.118597,Bluemont,https://www.realtor.com/realestateandhomes-detail/5037-5th-St-N_Arlington_VA_22203_M66410-24125,https://ap.rdcpix.com/ae3f25c072ec3b8ddbdc047609f3fe3fl-m1866157357x.jpg,"38.874489000000004,-77.118597",Ballston Station + Bus Bay B,0.616,Ballston Metro,0.62,Lubber Run Comm. Center,0.3,Glencarlyn Library,0.848,Arlington Traditional School,0.413,4.968,108.0,4.2817307692307685,1.8630136986301369,"Ballston Service Station; Ms. Peacock's Champagne Lounge; Tobacco King Of Vape, CBD, Kratom; Arlington Pub; The Casual Pint of Falls Church",333.0,4.0706060606060595,1.5410958904109588,Cafe Colline; Rawal Kabob; Maya Bistro; Philippine Oriental Market & Deli; Pho Harmony & Grill
224,M5335503879,2919802643,250000,,1.0,1,2.0,884.0,,condo,condos,Arlington,1121 Arlington Blvd Apt 919,22209,38.89141363,-77.06936506,Radnor - Fort Myer Heights,https://www.realtor.com/realestateandhomes-detail/1121-Arlington-Blvd-Apt-919_Arlington_VA_22209_M53355-03879,https://ap.rdcpix.com/19f9fa4dc26b5d8456e8eaf650a754fbl-m1018323685x.jpg,"38.89141363,-77.06936506",N Moore St + Rosslyn Station Bus Bay C,0.317,Rosslyn Metro,0.377,Dawson Terrace Comm.,0.911,Plaza Library & Arlington Shop,0.869,Nottingham Elementary School,0.456,4.76,123.0,4.282203389830507,2.0760869565217392,Ballston Service Station; Ms. Peacock's Champagne Lounge; Arlington Pub; East West Coffee Wine; Island Time Bar & Grill,242.0,4.102904564315353,1.7104072398190044,Go Popolo SPK; Philippine Oriental Market & Deli; Pho Harmony & Grill; Lupo Verde Osteria Palisades; Screwtop Wine Bar
225,M6222046986,2918805057,1350000,1.0,4.0,5,5.0,4600.0,8700.0,single_family,,Arlington,2612 S Joyce St,22202,38.848834000000004,-77.06366700000001,Arlington Ridge,https://www.realtor.com/realestateandhomes-detail/2612-S-Joyce-St_Arlington_VA_22202_M62220-46986,https://ap.rdcpix.com/4989f30016653b675bcaafbf58e210c3l-m2154200236x.jpg,"38.848834000000004,-77.06366700000001",S Clark St + 23rd St,0.708,Pentagon City Metro,0.963,Gunston Center,0.317,Aurora Hills Library,0.648,Gunston Middle School,0.317,3.96,77.0,4.154666666666667,1.8703703703703705,Ali's Bar; Island Time Bar & Grill; QDOBA Mexican Eats; Tobacco King & Vape King; Carlyle,238.0,4.063559322033897,1.598984771573604,Pho Harmony & Grill; Slaters Market; Taste of Eurasia; Best Buns Bread Company; Royal Nepal Restaurant
226,M9350575884,2707964362,1799000,1.0,6.0,7,6.0,5678.0,9828.0,single_family,,Arlington,2301 N Powhatan St Unit 1,22205,38.891711,-77.149466,Leeway Overlee,https://www.realtor.com/realestateandhomes-detail/2301-N-Powhatan-St-1_Arlington_VA_22205_M93505-75884,https://ap.rdcpix.com/85dc843bcb395a3669f90153ecc2ff3el-m2043795782x.jpg,"38.891711,-77.149466",E Falls Church Station + Bus Bay D,0.54,East Falls Church Metro,0.56,Langston Brown Comm. Center,1.258,Westover Library,0.533,Tuckahoe Elementary School,0.523,4.6160000000000005,43.0,4.241025641025641,1.8666666666666667,"Ballston Service Station; The Casual Pint of Falls Church; Todd Alley; Trade Roots, Fair Trade Gift Shop, Coffee House, & Wine Bar; Cafe H2O",190.0,4.094117647058823,1.544871794871795,Cafe Colline; Badd Pizza; Maya Bistro; Philippine Oriental Market & Deli; Todd Alley
